,card_detail,category,city,discount,max_discount_cap,title
392,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Rawalpindi,up to 25%,N/A,N/A
393,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
394,Alfalah American Express Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
395,Alfalah Mastercard Titanium Credit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
396,Alfalah Premier VISA Platinum Credit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
397,Alfalah Premier VISA Signature Debit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
398,Alfalah Ultra Cashback Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
399,Alfalah Visa Classic Credit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
400,Alfalah Visa Gold Credit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
401,Alfalah Visa Platinum Credit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
402,Alfalah Visa Signature Debit Card,Lifestyle,Islamabad,10%,N/A,Braggs Kids
403,Bank Alfalah Debit Cards,Lifestyle,Islamabad,10%,N/A,Braggs Kids
404,Bank Alfalah Mastercard Optimus Credit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
405,Alfalah American Express Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
406,Alfalah Mastercard Titanium Credit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
407,Alfalah Premier VISA Platinum Credit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
408,Alfalah Premier VISA Signature Debit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
409,Alfalah Ultra Cashback Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
410,Alfalah Visa Classic Credit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
411,Alfalah Visa Gold Credit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
412,Alfalah Visa Platinum Credit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
413,Alfalah Visa Signature Debit Card,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
414,Bank Alfalah Debit Cards,Shopping,"Islamabad, Rawalpindi",up to 10%,N/A,Brand City
415,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Peshawar,15%,N/A,N/A
416,Bank Alfalah Premier VISA Signature Debit Card,Dining,Peshawar,15%,N/A,N/A
417,Bank Alfalah Visa Signature Debit Card,Dining,Peshawar,15%,N/A,N/A
418,Bank Alfalah Visa Platinum Credit Card,Dining,Peshawar,15%,N/A,N/A
419,Bank Alfalah American Express Card,Dining,Peshawar,15%,N/A,N/A
420,Bank Alfalah Mastercard Optimus Credit Card,Dining,Peshawar,10%,N/A,N/A
421,Bank Alfalah Visa Gold Credit Card,Dining,Peshawar,10%,N/A,N/A
422,Bank Alfalah Visa Classic Credit Card,Dining,Peshawar,10%,N/A,N/A
423,Bank Alfalah Debit Cards,Dining,Peshawar,10%,N/A,N/A
424,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Multan,15%,N/A,N/A
425,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Multan,15%,N/A,N/A
426,Bank Alfalah Premier VISA Signature Debit Card,Dining,Multan,15%,N/A,N/A
427,Bank Alfalah Visa Signature Debit Card,Dining,Multan,15%,N/A,N/A
428,Bank Alfalah Visa Platinum Credit Card,Dining,Multan,15%,N/A,N/A
429,Bank Alfalah American Express Card,Dining,Multan,15%,N/A,N/A
430,Bank Alfalah Mastercard Optimus Credit Card,Dining,Multan,10%,N/A,N/A
431,Bank Alfalah Visa Gold Credit Card,Dining,Multan,10%,N/A,N/A
432,Bank Alfalah Visa Classic Credit Card,Dining,Multan,10%,N/A,N/A
433,Bank Alfalah Debit Cards,Dining,Multan,10%,N/A,N/A
434,Bank Alfalah Premier VISA Platinum Credit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
435,Bank Alfalah Premier VISA Signature Debit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
436,Bank Alfalah Visa Signature Debit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
437,Bank Alfalah Visa Platinum Credit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
438,Bank Alfalah American Express Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
439,Bank Alfalah Mastercard Optimus Credit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
440,Bank Alfalah Visa Gold Credit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
441,Bank Alfalah Mastercard Titanium Credit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
442,Bank Alfalah Ultra Cashback Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
443,Bank Alfalah Visa Classic Credit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
444,Bank Alfalah Debit Cards,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
445,Bank Alfalah Pehchaan Account for Women,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
446,Bank Alfalah Islamic Gold and Classic Debit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
447,Bank Alfalah Islamic Premier Signature Debit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
448,Bank Alfalah Islamic Signature Debit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
449,Bank Alfalah Islamic Powerpack Debit Card,Health,Multan,20% ,N/A,"Up to 15% off, selected services selected  Bank Alfalah Cards
01-11-2022 to 31-12-2023"
450,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,30%,30% discount on Lunch and 30% discount on Diner,N/A
451,Bank Alfalah Premier VISA Signature Debit Card,Dining,Karachi,30%,30% discount on Lunch and 30% discount on Diner,N/A
452,Bank Alfalah Visa Platinum Credit Card,Dining,Karachi,30%,30% discount on Lunch and 30% discount on Diner,N/A
453,Bank Alfalah Visa Signature Debit Card,Dining,Karachi,30%,30% discount on Lunch and 30% discount on Diner,N/A
454,Bank Alfalah Islamic Premier Signature Debit Card,Dining,"Lahore, Karachi, Islamabad",40%,N/A,Café Aylanto
455,Bank Alfalah Islamic Signature Debit,Dining,"Lahore, Karachi, Islamabad",15%,N/A,Café Aylanto
456,Bank Alfalah Premier VISA Platinum Credit Card,Dining,"Lahore, Karachi, Islamabad",40%,N/A,Café Aylanto
457,Bank Alfalah Premier VISA Signature Debit Card,Dining,"Lahore, Karachi, Islamabad",40%,N/A,Café Aylanto
458,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Lahore,15%,N/A,Café Beirut
459,Bank Alfalah Premier VISA Signature Debit Card,Dining,Lahore,15%,N/A,Café Beirut
460,Bank Alfalah Visa Signature Debit Card,Dining,Lahore,15%,N/A,Café Beirut
461,Bank Alfalah Visa Platinum Credit Card,Dining,Lahore,15%,N/A,Café Beirut
462,Bank Alfalah American Express Card,Dining,Lahore,15%,N/A,Café Beirut
463,Bank Alfalah Mastercard Optimus Credit Card,Dining,Lahore,15%,N/A,Café Beirut
464,Bank Alfalah Visa Gold Credit Card,Dining,Lahore,15%,N/A,Café Beirut
465,Bank Alfalah Mastercard Titanium Credit Card,Dining,Lahore,15%,N/A,Café Beirut
466,Bank Alfalah Ultra Cashback Card,Dining,Lahore,15%,N/A,Café Beirut
467,Bank Alfalah Visa Classic Credit Card,Dining,Lahore,15%,N/A,Café Beirut
468,Bank Alfalah Debit Cards,Dining,Lahore,15%,N/A,Café Beirut
469,Bank Alfalah Pehchaan Account for Women,Dining,Lahore,15%,N/A,Café Beirut
470,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Lahore,15%,N/A,Café Beirut
471,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Lahore,15%,N/A,Café Beirut
